speedup_p - n,1000,10000,15000,35000,50000,75000,100000,200000,250000,500000,1000000,2000000,
speedup_p=1,1,1,1,1,1,1,1,1,1,1,1,1,
speedup_p=3,0.867185679164568,1.27204640361245,1.46251086867461,1.27859127056175,1.54242650865788,1.14209331363555,1.30396839207254,1.0632276902488,1.6799960565431,1.86782466766145,1.13010106134188,1.6569617875489,
speedup_p=4,0.707437869532151,1.38640170728275,1.42302479631893,1.65624393656991,2.06992387942171,1.82359645196249,1.65216698032237,1.91389739344485,1.67447221823294,1.54514286470709,1.45127608995459,1.72288174453559,
speedup_p=5,0.56589615085527,1.402402056388,1.38628138757966,1.56674064062561,2.31587796984948,1.79863773672592,1.63088471620642,1.28760967416368,1.83869093565067,2.28821932309381,1.67570164724068,2.63631827608252,
speedup_p=8,0.420666137841115,1.22169623324979,1.39994849343291,2.14801851470577,2.07448290091298,2.56557550245895,2.66418959885469,1.71001447970884,3.2545303627963,3.61746042814309,3.20815235880684,2.13640609090019,
speedup_p=10,0.306710382339294,1.12492303593831,1.25101599545587,2.07223305256189,2.04448059375238,2.26333545326286,2.76642571551943,2.44048674574307,2.72635754221571,3.1344119226638,3.36547750220023,3.46830591658219,
speedup_p=14,0.255977017361258,0.812203020578797,0.922941571420854,1.37343611346771,2.05164568326974,2.14353462450456,3.16647676682311,2.99660707764632,2.3905259931974,3.91413912781047,4.13759803023655,4.28514403144424,
speedup_p=16,0.196561890236109,0.557466743003401,0.822090697242787,1.54466939384302,2.01491976493104,1.4794767650221,2.63271631078864,1.73036333036333,2.66025652572282,4.22329359408072,4.19515998065029,3.58456564371654,
speedup_p=18,0.139924786946896,0.529742375268026,0.726910242461449,1.3292358365028,1.53580607097442,0.245774988886772,2.31289718080855,2.9182709164677,3.82492083608148,3.89773600026714,4.07664348461128,4.48994856996167,
speedup_p=20,0.148185952696019,0.0029526937114031,0.0264718772826881,0.733242401130752,0.0308481752496663,0.0857258947619067,0.0483710355082445,0.278432415813478,2.91471666734645,3.96449040935375,3.99032508534877,2.8294900670102,
speedup_p=22,0.000658573210803836,0.00323500234521576,0.00362081806896969,0.338122691595336,0.013514158313704,1.34325169144268,0.0133577533383203,0.113084886128364,0.0691996763845027,3.19137941640864,0.313279168628766,4.6651138514034,
speedup_p=24,0.000384989728022056,0.00127470694506693,0.00243982650775452,0.00488092638991409,0.0251028318550929,0.00936022431827801,0.0096550426968929,0.0322336378104939,0.142503071588928,0.176345816101071,0.279654785212484,0.588545851693059,
speedup_p=25,0.000295704796404683,0.00125422688567519,0.00249068533833725,0.00617576514952206,0.00982110152232202,0.00773774863235026,0.0121639158463483,0.0170654169107596,0.0480751994895844,0.0555917778338707,0.278717488120107,0.343629749065091,
speedup_p=30,0.000195492487479132,0.000973611740140576,0.00135427082472231,0.00258468215517874,0.00362321060170629,0.00448766541533199,0.00650610469848604,0.0108567559677249,0.0127986018834133,0.0376801278326554,0.0483215509907615,0.115466041408197,
