speedup_n - p,1,3,4,5,8,10,14,16,18,20,22,24,25,30,
speedup_n=1000,1,0.867185679164568,0.707437869532151,0.56589615085527,0.420666137841115,0.306710382339294,0.255977017361258,0.196561890236109,0.139924786946896,0.148185952696019,0.000658573210803836,0.000384989728022056,0.000295704796404683,0.000195492487479132,
speedup_n=10000,1,1.27204640361245,1.38640170728275,1.402402056388,1.22169623324979,1.12492303593831,0.812203020578797,0.557466743003401,0.529742375268026,0.0029526937114031,0.00323500234521576,0.00127470694506693,0.00125422688567519,0.000973611740140576,
speedup_n=15000,1,1.46251086867461,1.42302479631893,1.38628138757966,1.39994849343291,1.25101599545587,0.922941571420854,0.822090697242787,0.726910242461449,0.0264718772826881,0.00362081806896969,0.00243982650775452,0.00249068533833725,0.00135427082472231,
speedup_n=35000,1,1.27859127056175,1.65624393656991,1.56674064062561,2.14801851470577,2.07223305256189,1.37343611346771,1.54466939384302,1.3292358365028,0.733242401130752,0.338122691595336,0.00488092638991409,0.00617576514952206,0.00258468215517874,
speedup_n=50000,1,1.54242650865788,2.06992387942171,2.31587796984948,2.07448290091298,2.04448059375238,2.05164568326974,2.01491976493104,1.53580607097442,0.0308481752496663,0.013514158313704,0.0251028318550929,0.00982110152232202,0.00362321060170629,
speedup_n=75000,1,1.14209331363555,1.82359645196249,1.79863773672592,2.56557550245895,2.26333545326286,2.14353462450456,1.4794767650221,0.245774988886772,0.0857258947619067,1.34325169144268,0.00936022431827801,0.00773774863235026,0.00448766541533199,
speedup_n=100000,1,1.30396839207254,1.65216698032237,1.63088471620642,2.66418959885469,2.76642571551943,3.16647676682311,2.63271631078864,2.31289718080855,0.0483710355082445,0.0133577533383203,0.0096550426968929,0.0121639158463483,0.00650610469848604,
speedup_n=200000,1,1.0632276902488,1.91389739344485,1.28760967416368,1.71001447970884,2.44048674574307,2.99660707764632,1.73036333036333,2.9182709164677,0.278432415813478,0.113084886128364,0.0322336378104939,0.0170654169107596,0.0108567559677249,
speedup_n=250000,1,1.6799960565431,1.67447221823294,1.83869093565067,3.2545303627963,2.72635754221571,2.3905259931974,2.66025652572282,3.82492083608148,2.91471666734645,0.0691996763845027,0.142503071588928,0.0480751994895844,0.0127986018834133,
speedup_n=500000,1,1.86782466766145,1.54514286470709,2.28821932309381,3.61746042814309,3.1344119226638,3.91413912781047,4.22329359408072,3.89773600026714,3.96449040935375,3.19137941640864,0.176345816101071,0.0555917778338707,0.0376801278326554,
speedup_n=1000000,1,1.13010106134188,1.45127608995459,1.67570164724068,3.20815235880684,3.36547750220023,4.13759803023655,4.19515998065029,4.07664348461128,3.99032508534877,0.313279168628766,0.279654785212484,0.278717488120107,0.0483215509907615,
speedup_n=2000000,1,1.6569617875489,1.72288174453559,2.63631827608252,2.13640609090019,3.46830591658219,4.28514403144424,3.58456564371654,4.48994856996167,2.8294900670102,4.6651138514034,0.588545851693059,0.343629749065091,0.115466041408197,
